URL,Company,Summary,Keywords,Country,SuperSector,Search Keywords
https://es-us.finanzas.yahoo.com/amazon-stock-climbs-on-revenue-gains-and-ads-growth-114419209.html,Amazon.com Inc.(AMZN),Amazon said a small subset of customers will initially be able to use the chatbot .Amazon's results arrive just weeks after the company eliminated several hundred roles acrossand announced a major reduction in staff at its video,"('Generative AI', 'Chatbot')",Mexico,Mixed Retailing,"['Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://es.finance.yahoo.com/news/amazon-amzn-teams-amgen-expands-134400509.html,Amazon.com Inc.(AMZN),. .,(),Mexico,Mixed Retailing,"['Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.coursehero.com/file/207558576/Practica-N-2-Tema-6-Opcionespdf/,Amazon.com Inc.(AMZN),. .,(),Mexico,Mixed Retailing,"['Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.facebook.com/groups/dircom/posts/24646163305028652/,Amazon.com Inc.(AMZN),. .,(),Mexico,Mixed Retailing,"['Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.facebook.com/groups/dircom/?locale=fr_FR,Amazon.com Inc.(AMZN),. .,(),Mexico,Mixed Retailing,"['Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.youtube.com/watch?v=IRZMx61YxFw,Nusantara Infrastructure(META),. .,(),Indonesia,Transportation Services,"['Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.kompas.id/baca/english/2024/02/18/en-ramai-ramai-atur-big-tech,Nusantara Infrastructure(META),. .,(),Indonesia,Transportation Services,"['Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://id.linkedin.com/in/wawan-cenggoro-a9221a65,Nusantara Infrastructure(META),. .,(),Indonesia,Transportation Services,"['Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://english.kontan.co.id/news/wall-street-ahead-soaring-us-stocks-could-take-cues-from-fed-as-earnings-wind-down,Nusantara Infrastructure(META),"Nvidia touched $2 trillion in market value for the first time on Friday . “We believe retaining strategic exposure to the US large-cap technology sector is important, and the rise in tech stocks could go further still,” said analysts at","('Generative AI',)",Indonesia,Transportation Services,"['Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.instagram.com/sgacademyitb/,Nusantara Infrastructure(META),. .,(),Indonesia,Transportation Services,"['Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.experttexting.com/country/indonesia/,Nusantara Infrastructure(META),. .,(),Indonesia,Transportation Services,"['Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
