URL,Company,Summary,Keywords,Country,SuperSector,Search Keywords
https://medium.com/@vorajineet/use-generative-ai-in-adobe-experience-manager-aem-cms-to-ease-seo-tasks-for-a-digital-platform-708f71855f10,Adobe Systems,"Use Generative AI in Adobe Experience Manager (AEM) CMS to ease SEO tasks for a Digital Platform5 min readJun 26, 2023--ListenShareGenerativ AI tools such as Bard, Chat","('Generative AI', 'ChatGPT', 'OpenAI')",United States,Technology,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://helpx.adobe.com/creative-cloud/generative-ai-overview.html,Adobe Systems,"Generative AI is a type of artificial intelligence that creates new data, like images or text, by learning from existing data . It effectively visualizes and generates content to match what you describe and helps you create, explore,","('Generative AI',)",United States,Technology,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.adobe.com/products/firefly.html,Adobe Systems,"Adobe Firefly - Free Generative AI for creativesleft, topadobe-fireflyYour imagination’s new best friend.Use generative AI and simple text prompts to bring your","('Generative AI',)",United States,Technology,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.adobe.com/products/firefly/features/text-to-image.html,Adobe Systems,"Find out more about)styleNo spacing, static links, dark, grid width 8styleno spacing, darkbackground#1D1D2Dlinear-gradient(125deg, #F76D24 5%","('Generative AI',)",United States,Technology,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://business.adobe.com/products/sensei/adobe-sensei.html,Adobe Systems,"AI Services by Adobe Sensei blends the creative power of generative AI and integrated workflows to help marketers accelerate innovation and deliver the exceptional experiences customers deserve.At Adobe, we’re always innovating to support your business growth","('Generative AI',)",United States,Technology,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.youtube.com/watch?v=Q8LgRX9xQjE,Adobe Systems,. .,(),United States,Technology,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.cnbc.com/2024/02/20/adobe-launches-ai-assistant-that-can-search-and-summarize-pdfs.html,Adobe Systems,"Adobe launches AI assistant that can search and summarize PDFsMenuselectSearch quotes, news & videosMenuAdobe launched an artificial intelligence assistant in its Reader and Acrobat applications . The assistant can also answer","('ChatGPT', 'OpenAI')",United States,Technology,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://siliconangle.com/2024/03/31/adobe-summit-highlights-personalization-scale-generative-ai/,Adobe Systems,Adobe Summit highlights personalization at scale with generative AI - SiliconANGLE[the voice of enterprise and emerging tech]searchOUR NETWORKmenuaccount_circlesearchSHAREUPDATED 00:09 E,"('Generative AI', 'ChatGPT', 'OpenAI')",United States,Technology,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.youtube.com/watch?v=N-ly0vWgK8M,Avon Products,. .,(),United States,Household Products,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.youtube.com/avon,Avon Products,. .,(),United States,Household Products,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
