URL,Company,Summary,Keywords,Country,SuperSector,Search Keywords
https://pipedream.com/apps/openai/integrations/adp,ADP,"PipedreamOpenAI is an AI research and deployment company with the mission to ensure that artificial general intelligence benefits all of humanity . They are the makers of popular models like ChatGPT, DALL-E, and Whisper . Pipe","('OpenAI', 'ChatGPT')",United States,Business Services,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.linkedin.com/pulse/top-5-use-cases-generative-ai-hr-imocha,ADP,"Top 5 Use Cases of Generative AI for HRAgree & Join LinkedInBy clicking Continue, you agree to LinkedIn’s, and.New to LinkedIn?orBy signing in to continue your searchSign in","('OpenAI', 'Generative AI')",United States,Business Services,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.oliverwymanforum.com/global-consumer-sentiment/how-will-ai-affect-global-economics/workforce.html,ADP,"In the United Arab Emirates, India, and China (Hong Kong), over a third of generative AI-using employees report using it on a weekly basis, 78% more than boomers . In some countries, generative","('OpenAI', 'GPT-4', 'Chatbot', 'ChatGPT', 'Generative AI')",United States,Business Services,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.adp.com/spark/articles/2023/07/generative-ai-at-work-addressing-your-top-concerns.aspx,ADP,"Generative AI at Work: Addressing Your Top Concerns | SPARK Blog | ADPWhat We OfferExplore our full range of payroll and HR services .PayrollFast, easy, accurate payroll and tax","('Generative AI', 'ChatGPT')",United States,Business Services,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.adp.com/spark/articles/2024/01/generative-ai-for-hr-3-fascinating-use-cases-for-practitioners.aspx,ADP,"Generative AI for HR: 3 Fascinating Use Cases for Practitioners | SPARK Blog | ADPWhat We Offer .PayrollFast, easy, accurate payroll and tax, so you can save time","('Generative AI', 'LLM', 'ChatGPT')",United States,Business Services,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.hcmtechnologyreport.com/adp-takes-1st-step-by-adding-generative-ai-to-roll-payroll-app/,ADP,"ADP Takes 1st Step By Adding Generative AI to Roll Payroll AppBy-August 1, 2023ADP has incorporated generative artificial intelligence into its payroll app, Roll . The company said the launch","('Generative AI',)",United States,Business Services,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.appypie.com/integrate/apps/chatgpt/integrations/adp,ADP,"ChatGPT + ADP Integration: How to connect ChatGPt with ADP is a smart choice for any business looking to streamline their workflow .Appy Pie Connect lets you automate repetitive tasks, reduce manual effort, and achieve","('OpenAI', 'Chatbot', 'ChatGPT')",United States,Business Services,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.techtarget.com/searchcio/news/366570081/Generative-AI-for-enterprises-ADP-IKEA-launch-tools,ADP,ADP and IKEA have taken different roads to GenAI deployment . Both enterprises aim to boost customer experience .IKEA recently unveiled generative AI tools .,"('Generative AI', 'OpenAI', 'LLM', 'ChatGPT')",United States,Business Services,"['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://www.theretirementgroup.com/featured-article/5448097/hilton-worldwide-holdings-employees-can-chatgpt-help-with-your-budget,Hilton Worldwide Holdings,"ChatGPT, an advanced AI chatbot, provides personalized assistance in various areas, including budgeting, translating text, and writing . Utilizing this revolutionary tool can help simplify the process of creating and maintaining a household budget, allowing","('Chatbot', 'ChatGPT')",United States,"Hotels, Restaurants & Leisure","['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
https://finance.yahoo.com/news/heres-why-hilton-worldwide-holdings-134507444.html,Hilton Worldwide Holdings,. .,(),United States,"Hotels, Restaurants & Leisure","['OpenAI', 'Chatbot', 'Generative AI', 'LLM', 'ChatGPT', 'Llama-2', 'BLOOMZ', 'GPT-4', 'GPT4', 'Stable Diffusion 2', 'PaLM 2', 'Claude 2', 'Jurrasic-2', 'Inflection-1', 'Titan Text']"
